891,_106 年全國語文競賽-閩南語朗讀文章,雞卵糕,田美瑜,
892,_106 年全國語文競賽-閩南語朗讀文章,母親節,林玫汝,
893,_106 年全國語文競賽-閩南語朗讀文章,阮欲共老師揤一个讚,林淑期,
894,_106 年全國語文競賽-閩南語朗讀文章,爸仔囝的對話,陳雅菁,
895,_106 年全國語文競賽-閩南語朗讀文章,濁水彼條溪,陳美虹,
896,_106 年全國語文競賽-閩南語朗讀文章,做囡仔時代,田美瑜,
897,_106 年全國語文競賽-閩南語朗讀文章,幸福的滋味,林秀子,
898,_106 年全國語文競賽-閩南語朗讀文章,日日春,林炤慧,
899,_106 年全國語文競賽-閩南語朗讀文章,膨紗衫,王朝源,
900,_106 年全國語文競賽-閩南語朗讀文章,跤踏車,洪淑昭,
901,_106 年全國語文競賽-閩南語朗讀文章,緣份,張月惠,
902,_106 年全國語文競賽-閩南語朗讀文章,大船落水，展希望,李盈萱,
903,_106 年全國語文競賽-閩南語朗讀文章,囥咧鎮地，擲掉討債,張逸嫻,
904,_104 年全國語文競賽-閩南語朗讀文章,運動的好處,吳永行,
905,_104 年全國語文競賽-閩南語朗讀文章,拍干樂,姚志龍,
906,_104 年全國語文競賽-閩南語朗讀文章,洗手保健康,張逸嫻,
907,朗讀,阿媽的老私奇,蔡連真,重複了
908,朗讀,偷食,林桂鄉,重複了
